# newdoc id = politiken_2009-1.tsv
# sent_id = 1
# text =  Begge brødre led martyrdøden ved halshugning.
13	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 9
# text =  Det viser en test af forme til muffins, som Karolines Køkken i Århus har foretaget for Politikens forbrugersite, Tjek. dk, ved at bage sig igennem syv forme.
1	Det	det	PRON		
2	viser	visere	VERB		verb.communication
3	en	en	DET		
4	test	test	NOUN		noun.act
5	af	af	ADP		
6	forme	form	NOUN		noun.container
7	til	til	ADP		
8	muffins	muffin	NOUN		noun.food
9	,	,	PUNCT		
10	som	som	ADP		
11	Karolines	karolines	PROPN		noun.institution
12	Køkken	køkken	NOUN		noun.institution
13	i	i	ADP		
14	Århus	århus	PROPN		noun.location
15	har	have	AUX		
16	foretaget	foretage	VERB		verb.act
17	for	for	ADP		
18	Politikens	politik	DET		noun.institution
19	forbrugersite	forbrugersit	NOUN		noun.communication
20	,	,	PUNCT		
21	Tjek	tjek	PROPN		noun.communication
22	.	.	PUNCT		noun.communication
23	dk	dk	NOUN		noun.communication
24	,	,	PUNCT		
25	ved	ved	ADP		
26	at	at	PART		
27	bage	bage	VERB		verb.creation
28	sig	sig	PRON		
29	igennem	igennem	ADP		
30	syv	syv	NOUN		
31	forme	forme	VERB		noun.container
32	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 10
# text = 2. 082.
1	2	2	PUNCT		
2	.	.	PUNCT		
3	082	082	NUM		
4	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 11
# text =  fejl.
1	fejl	fejl	NOUN		noun.attribute
2	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 12
# text = " Brancherne har en interesse i at gøre det så besværligt som muligt at sige fra over for reklamer, for så kan de tjene flere penge", fortsætter han.
1	"	"	PUNCT		
2	Brancherne	branche	PRON		noun.institution
3	har	have	VERB		
4	en	en	DET		
5	interesse	interesse	NOUN		noun.motive
6	i	i	ADP		
7	at	at	PART		
8	gøre	gøre	VERB		verb.change
9	det	det	PRON		
10	så	så	ADV		
11	besværligt	besværlig	ADV		adj.all
12	som	som	ADP		
13	muligt	mulig	ADJ		
14	at	at	PART		
15	sige	sige	VERB		verb.communication
16	fra	fra	ADP		verb.PARTICLE
17	over	over	ADV		
18	for	for	ADP		
19	reklamer	reklame	NOUN		noun.communication
20	,	,	PUNCT		
21	for	for	CCONJ		
22	så	så	ADV		
23	kan	kunne	AUX		
24	de	den	PRON		
25	tjene	tjene	VERB		verb.possession
26	flere	flere	ADJ		
27	penge	penge	NOUN		noun.artifact
28	"	"	PUNCT		
29	,	,	PUNCT		
30	fortsætter	fortsætte	VERB		verb.communication
31	han	han	PRON		
32	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 13
# text =  43 læserbreve og debatindlæg.
1	43	43	ADP		
2	læserbreve	læserbrev	NOUN		noun.communication
3	og	og	CCONJ		
4	debatindlæg	debatindlæg	NOUN		noun.communication
5	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 14
# text =  Han lød konstruktiv og ambitiøs, og dog må signalerne i Foghs aktuelle skattereform og krisepakker lade en vældig undren tilbage.
1	Han	han	PRON		
2	lød	lyde	VERB		verb.perception
3	konstruktiv	konstruktiv	ADJ		adj.mental
4	og	og	CCONJ		
5	ambitiøs	ambitiøs	ADJ		adj.mental
6	,	,	PUNCT		
7	og	og	CCONJ		
8	dog	dog	ADV		
9	må	måtte	AUX		
10	signalerne	signal	NOUN		noun.communication
11	i	i	ADP		
12	Foghs	foghs	PROPN		noun.person
13	aktuelle	aktuel	ADJ		adj.time
14	skattereform	skattereform	NOUN		noun.act
15	og	og	CCONJ		
16	krisepakker	krisepakke	NOUN		noun.abstract
17	lade	lade	VERB		verb.stative
18	en	en	DET		
19	vældig	vældig	ADJ		adj.phys
20	undren	undren	NOUN		noun.cognition
21	tilbage	tilbage	ADV		verb.PARTICLE
22	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 15
# text =  ritzau.
1	ritzau	ritzau	NOUN		noun.institution
2	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 16
# text =  Hvis den afdøde bruger er over 18 år gammel, vurderer Arto i hver enkelt sag, om profilen skal lukkes på de pårørendes opfordring.
1	Hvis	hvis	SCONJ		
2	den	den	DET		
3	afdøde	afdød	ADJ		adj.phys
4	bruger	bruger	NOUN		noun.person
5	er	være	AUX		verb.stative
6	over	over	ADP		
7	18	18	DET		
8	år	år	NOUN		noun.time
9	gammel	gammel	ADJ		adj.time
10	,	,	PUNCT		
11	vurderer	vurdere	VERB		verb.cognition
12	Arto	arto	PROPN		verb.communication
13	i	i	ADP		
14	hver	hver	DET		
15	enkelt	enkelt	ADJ		
16	sag	sag	NOUN		noun.state
17	,	,	PUNCT		
18	om	om	SCONJ		
19	profilen	profil	NOUN		noun.communication
20	skal	skulle	AUX		
21	lukkes	lukke	VERB		verb.change
22	på	på	ADP		
23	de	den	DET		
24	pårørendes	pårørende	ADJ		noun.person
25	opfordring	opfordring	NOUN		noun.communication
26	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 17
# text = " Det er et demokratisk problem, at nogle borgere er hægtet af på forhånd", siger hun.
1	"	"	PUNCT		
2	Det	det	PRON		
3	er	være	AUX		verb.stative
4	et	en	DET		
5	demokratisk	demokratisk	ADJ		adj.social
6	problem	problem	NOUN		noun.cognition
7	,	,	PUNCT		
8	at	at	SCONJ		
9	nogle	nogen	DET		
10	borgere	borger	NOUN		noun.person
11	er	være	AUX		
12	hægtet	hægte	VERB		verb.stative
13	af	af	ADV		verb.PARTICLE
14	på	på	ADP		
15	forhånd	forhånd	NOUN		
16	"	"	PUNCT		
17	,	,	PUNCT		
18	siger	sige	VERB		verb.communication
19	hun	hun	PRON		
20	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 18
# text =  N.
1	N	n	PRON		
2	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 19
# text =  Sædvanligvis dannes is i sekskantede strukturer af vandmolekyler.
1	Sædvanligvis	sædvanligvis	ADV		
2	dannes	danne	VERB		verb.phenomenon
3	is	is	NOUN		noun.substance
4	i	i	ADP		
5	sekskantede	sekskantet	ADJ		adj.phys
6	strukturer	struktur	NOUN		noun.shape
7	af	af	ADP		
8	vandmolekyler	vandmolekyle	NOUN		noun.object
9	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 20
# text =  Måske var det, spekulerede Lasse Christensen bagefter, den kølle, som spillerne fik i hovedet langfredag, da de lå i oplagt vinderposition på hjemmebane mod FC Midtjylland, men satte et 2- 0- forspring over styr og tabte 3- 2, som stadig plagede dem mentalt.
1	Måske	måske	ADV		
2	var	være	AUX		verb.stative
3	det	det	PRON		
4	,	,	PUNCT		
5	spekulerede	spekulere	VERB		verb.cognition
6	Lasse	lasse	PROPN		noun.person
7	Christensen	christensen	PROPN		noun.person
8	bagefter	bagefter	NOUN		
9	,	,	PUNCT		
10	den	den	DET		
11	kølle	kølle	NOUN		noun.artifact
12	,	,	PUNCT		
13	som	som	ADP		
14	spillerne	spiller	NOUN		noun.person
15	fik	få	VERB		verb.possession
16	i	i	ADP		
17	hovedet	hovede	NOUN		noun.body
18	langfredag	langfredag	NOUN		noun.time
19	,	,	PUNCT		
20	da	da	SCONJ		
21	de	den	PRON		
22	lå	ligge	VERB		verb.stative
23	i	i	ADP		
24	oplagt	oplagt	ADJ		
25	vinderposition	vinderposition	NOUN		noun.relation
26	på	på	ADP		
27	hjemmebane	hjemmebane	NOUN		noun.location
28	mod	mod	ADP		
29	FC	fc	PROPN		noun.institution
30	Midtjylland	midtjylland	NOUN		noun.institution
31	,	,	PUNCT		
32	men	men	CCONJ		
33	satte	sætte	VERB		verb.possession
34	et	en	DET		
35	2	2	NUM		
36	-	-	PUNCT		
37	0	0	NUM		
38	-	-	PUNCT		
39	forspring	forspring	NOUN		noun.relation
40	over	over	ADP		verb.COLL
41	styr	styr	NOUN		verb.COLL
42	og	og	CCONJ		
43	tabte	tabe	VERB		verb.competition
44	3	3	ADJ		
45	-	-	PUNCT		
46	2	2	PRON		
47	,	,	PUNCT		
48	som	som	PRON		
49	stadig	stadig	ADV		
50	plagede	plage	VERB		verb.emotion
51	dem	de	PRON		
52	mentalt	mental	ADV		adj.mental
53	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 21
# text =  Når den ene af dem har indrømmet at have haft seksuelt samkvem, hvordan kan politiet så i sin afgørelse fastslå, at der ikke er tegn på seksuel aktivitet?, spørger hun blandt andet.
1	Når	når	SCONJ		
2	den	den	DET		
3	ene	ene	ADJ		
4	af	af	ADP		
5	dem	de	PRON		
6	har	have	AUX		
7	indrømmet	indrømme	VERB		verb.communication
8	at	at	PART		
9	have	have	AUX		
10	haft	have	VERB		verb.act
11	seksuelt	seksuel	ADJ		adj.phys
12	samkvem	samkvem	NOUN		noun.act
13	,	,	PUNCT		
14	hvordan	hvordan	ADV		
15	kan	kunne	AUX		
16	politiet	politi	NOUN		noun.institution
17	så	så	ADV		
18	i	i	ADP		
19	sin	sin	DET		
20	afgørelse	afgørelse	NOUN		noun.act|B-noun.communication
21	fastslå	fastslå	VERB		verb.communication
22	,	,	PUNCT		
23	at	at	SCONJ		
24	der	der	ADV		
25	ikke	ikke	ADV		
26	er	være	VERB		verb.stative
27	tegn	tegn	NOUN		
28	på	på	ADP		
29	seksuel	seksuel	ADJ		adj.phys
30	aktivitet	aktivitet	NOUN		noun.act
31	?	?	PUNCT		
32	,	,	PUNCT		
33	spørger	spørge	VERB		verb.communication
34	hun	hun	PRON		
35	blandt	blandt	ADP		
36	andet	anden	PRON		
37	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 22
# text =  Samtidig skal både Politiets Efterretningstjeneste ( PET) og Rigspolitiets Nationale Efterforskningsenhed ( NEC) have tilført ekstra medarbejdere for at styrke den overordnede indsats mod og overvågning af banderne.
1	Samtidig	samtidig	ADV		
2	skal	skulle	AUX		
3	både	både	ADV		
4	Politiets	politi	NOUN		noun.institution
5	Efterretningstjeneste	efterretningstjeneste	PROPN		noun.institution
6	(	(	PUNCT		
7	PET	pet	PROPN		noun.institution
8	)	)	PUNCT		
9	og	og	CCONJ		
10	Rigspolitiets	rigspoliti	NOUN		noun.institution
11	Nationale	national	ADJ		noun.institution
12	Efterforskningsenhed	efterforskningsen	NOUN		noun.institution
13	(	(	PUNCT		
14	NEC	nec	PROPN		noun.institution
15	)	)	PUNCT		
16	have	have	AUX		
17	tilført	tilføre	VERB		verb.possession
18	ekstra	ekstra	ADJ		adj.TOP
19	medarbejdere	medarbejder	NOUN		noun.person
20	for	for	ADP		
21	at	at	PART		
22	styrke	styrke	VERB		verb.change
23	den	den	DET		
24	overordnede	overordnet	VERB		adj.all
25	indsats	indsats	NOUN		noun.act
26	mod	mod	ADP		
27	og	og	CCONJ		
28	overvågning	overvågning	NOUN		noun.act
29	af	af	ADP		
30	banderne	bande	NOUN		noun.person|B-noun.institution
31	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 23
# text =  Hvad er sværest:
1	Hvad	hvad	PRON		
2	er	være	AUX		verb.stative
3	sværest	svær	ADJ		adj.all
4	:	:	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 24
# text =  Cool fantasi.
1	Cool	cool	ADJ		adj.TOP
2	fantasi	fantasi	NOUN		noun.cognition
3	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 25
# text =  Nu kan alt omkring det nye radikale standpunkt jo lyde spændende og godt.
1	Nu	nu	ADV		
2	kan	kunne	AUX		
3	alt	al	ADJ		
4	omkring	omkring	ADP		
5	det	det	DET		
6	nye	ny	ADJ		adj.time
7	radikale	radikal	ADJ		adj.social
8	standpunkt	standpunkt	NOUN		noun.cognition
9	jo	jo	ADV		
10	lyde	lyde	VERB		verb.communication
11	spændende	spændende	ADJ		adj.TOP
12	og	og	CCONJ		
13	godt	godte	ADV		adj.TOP
14	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 26
# text =  Hvideruslands premierminister Sergej Sidorskij kan fejre sin 55 års fødselsdag i dag.
1	Hvideruslands	hviderusland	ADJ		noun.institution
2	premierminister	premierminister	NOUN		noun.person
3	Sergej	sergej	PROPN		noun.person
4	Sidorskij	sidorskij	PROPN		noun.person
5	kan	kunne	AUX		
6	fejre	fejre	VERB		verb.social
7	sin	sin	DET		
8	55	55	ADJ		
9	års	år	NOUN		noun.time
10	fødselsdag	fødselsdag	NOUN		noun.time
11	i	i	ADP		noun.time
12	dag	dag	NOUN		noun.time
13	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 27
# text =  Men selv om politiet og anklagemyndigheden har haft succes med at få dømt bandemedlemmer for alvorlig kriminalitet, kan man sætte spørgsmålstegn ved, hvor meget den hårde kurs har nyttet.
1	Men	men	CCONJ		
2	selv	selv	ADV		
3	om	om	ADP		
4	politiet	politi	NOUN		noun.institution
5	og	og	CCONJ		
6	anklagemyndigheden	anklagemyndighed	NOUN		noun.institution
7	har	have	AUX		
8	haft	have	VERB		verb.possession
9	succes	succes	NOUN		noun.abstract
10	med	med	ADP		
11	at	at	PART		
12	få	få	VERB		
13	dømt	dømme	VERB		verb.social
14	bandemedlemmer	bandemedlem	NOUN		noun.person
15	for	for	ADP		
16	alvorlig	alvorlig	ADJ		adj.all
17	kriminalitet	kriminalitet	NOUN		noun.act
18	,	,	PUNCT		
19	kan	kunne	AUX		
20	man	man	PRON		
21	sætte	sætte	VERB		verb.cognition
22	spørgsmålstegn	spørgsmålstegn	NOUN		verb.COLL
23	ved	ved	ADP		verb.COLL
24	,	,	PUNCT		
25	hvor	hvor	ADV		
26	meget	megen	ADV		
27	den	den	DET		
28	hårde	hård	ADJ		adj.all
29	kurs	kurs	NOUN		noun.act
30	har	have	AUX		
31	nyttet	nytte	VERB		verb.change
32	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 28
# text =  Klara Ek er kendt for Mozartroller ved Operaen i København.
1	Klara	klara	PROPN		noun.person
2	Ek	ek	PROPN		noun.person
3	er	være	AUX		verb.stative
4	kendt	kende	ADJ		adj.social
5	for	for	ADP		
6	Mozartroller	mozartroller	PROPN		noun.attribute
7	ved	ved	ADP		
8	Operaen	opera	NOUN		noun.institution
9	i	i	ADP		
10	København	københavn	PROPN		noun.location
11	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 29
# text =  Vi er også med i højesteret, ja, endog helt inde i nabokontoret til præsidentens ovale værelse til en snak med stabschef Josh Bolten- manden, der bestemmer, hvad Bush skal bruge sin tid på, og hvad han ikke behøver at kere sig om.
1	Vi	vi	PRON		
2	er	være	AUX		
3	også	også	ADV		
4	med	med	ADP		
5	i	i	ADP		
6	højesteret	højesteret	NOUN		noun.institution
7	,	,	PUNCT		
8	ja	ja	INTJ		
9	,	,	PUNCT		
10	endog	endog	ADV		
11	helt	helt	ADV		
12	inde	inde	ADV		
13	i	i	ADP		
14	nabokontoret	nabokontor	NOUN		noun.location
15	til	til	ADP		
16	præsidentens	præsident	NOUN		noun.person
17	ovale	oval	ADJ		adj.phys
18	værelse	værelse	NOUN		noun.location
19	til	til	ADP		
20	en	en	DET		
21	snak	snak	NOUN		noun.communication
22	med	med	ADP		
23	stabschef	stabschef	NOUN		noun.person
24	Josh	josh	PROPN		noun.person
25	Bolten	bolten	PROPN		noun.person
26	-	-	PUNCT		
27	manden	mand	NOUN		noun.person
28	,	,	PUNCT		
29	der	der	PRON		
30	bestemmer	bestemme	VERB		verb.act
31	,	,	PUNCT		
32	hvad	hvad	PRON		
33	Bush	bush	PROPN		noun.person
34	skal	skulle	AUX		
35	bruge	bruge	VERB		verb.act
36	sin	sin	DET		
37	tid	tid	NOUN		noun.time
38	på	på	ADP		
39	,	,	PUNCT		
40	og	og	CCONJ		
41	hvad	hvad	PRON		
42	han	han	PRON		
43	ikke	ikke	ADV		
44	behøver	behøve	VERB		verb.emotion
45	at	at	PART		
46	kere	kere	VERB		verb.cognition
47	sig	sig	PRON		verb.REFLPRON
48	om	om	ADP		verb.COLL
49	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 30
# text =  En af de på samme tid mest hårdtslående og lethoppende filosofiske romaner, der kom ud af den franske oplysning i 1700- tallet, var Voltaires ( 1694- 1778)
1	En	en	PRON		
2	af	af	ADP		
3	de	den	PRON		
4	på	på	ADP		
5	samme	samme	ADJ		
6	tid	tid	NOUN		noun.time
7	mest	megen	ADV		
8	hårdtslående	hårdtslående	ADJ		adj.all
9	og	og	CCONJ		
10	lethoppende	lethop	VERB		adj.all
11	filosofiske	filosofisk	ADJ		adj.all
12	romaner	romaner	NOUN		noun.communication
13	,	,	PUNCT		
14	der	der	PRON		
15	kom	komme	VERB		verb.creation
16	ud	ud	ADV		verb.COLL
17	af	af	ADP		verb.COLL
18	den	den	DET		
19	franske	fransk	ADJ		adj.social
20	oplysning	oplysning	NOUN		noun.domain
21	i	i	ADP		
22	1700	1700	NUM		noun.time
23	-	-	PUNCT		noun.time
24	tallet	tal	NOUN		noun.time
25	,	,	PUNCT		
26	var	være	AUX		verb.stative
27	Voltaires	voltaires	PROPN		noun.person
28	(	(	PUNCT		
29	1694	1694	INTJ		
30	-	-	PUNCT		
31	1778	1778	INTJ		
32	)	)	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 31
# text =  udlændingepolitikken.
1	udlændingepolitikken	udlændingepolitik	NOUN		noun.cognition
2	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 32
# text =  En stor børneflok og en endnu større børnebørneflok giver god beskæftigelse, og så er Jørgen Georg Jacobsen også ofte på plads i operahusene rundt i Europa til alverdens operafestivaler, navnlig når der er deltagelse af Netrebko.
1	En	en	DET		
2	stor	stor	ADJ		adj.phys
3	børneflok	børneflok	NOUN		noun.person
4	og	og	CCONJ		
5	en	en	DET		
6	endnu	endnu	ADV		
7	større	stor	ADJ		adj.phys
8	børnebørneflok	børnebørneflok	NOUN		noun.person
9	giver	give	VERB		verb.possession
10	god	god	ADJ		adj.all
11	beskæftigelse	beskæftigelse	NOUN		noun.act
12	,	,	PUNCT		
13	og	og	CCONJ		
14	så	så	ADV		
15	er	være	AUX		verb.stative
16	Jørgen	jørgen	PROPN		noun.person
17	Georg	georg	PROPN		noun.person
18	Jacobsen	jacobsen	PROPN		noun.person
19	også	også	ADV		
20	ofte	ofte	ADV		
21	på	på	ADP		
22	plads	plads	NOUN		
23	i	i	ADP		
24	operahusene	operahus	NOUN		noun.building
25	rundt	rund	ADV		
26	i	i	ADP		
27	Europa	europa	PROPN		noun.location
28	til	til	ADP		
29	alverdens	alverden	NOUN		noun.location
30	operafestivaler	operafestival	NOUN		noun.event
31	,	,	PUNCT		
32	navnlig	navnlig	ADV		
33	når	når	SCONJ		
34	der	der	ADV		
35	er	være	AUX		verb.stative
36	deltagelse	deltagelse	NOUN		noun.act
37	af	af	ADP		
38	Netrebko	netrebko	PROPN		noun.person
39	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 33
# text =  De smukt udformede kompositioner, som man kan blive temmelig bidt af på cd' erne, fik indimellem frataget noget af deres opmærksomhed, fordi rastløsheden tvang en af musikerne til umotiveret at tæve løs på en tromme eller et bækken.
1	De	den	DET		
2	smukt	smuk	ADJ		
3	udformede	udforme	VERB		adj.all
4	kompositioner	komposition	NOUN		noun.communication
5	,	,	PUNCT		
6	som	som	PRON		
7	man	man	PRON		
8	kan	kunne	AUX		
9	blive	blive	AUX		
10	temmelig	temmelig	ADV		
11	bidt	bide	VERB		verb.emotion
12	af	af	ADV		verb.COLL
13	på	på	ADP		
14	cd	cd	NOUN		noun.artifact
15	'	'	PUNCT		
16	erne	ern	NOUN		
17	,	,	PUNCT		
18	fik	få	VERB		
19	indimellem	indimellem	ADV		
20	frataget	fratage	VERB		verb.possession
21	noget	nogen	PRON		
22	af	af	ADP		
23	deres	deres	DET		
24	opmærksomhed	opmærksomhed	NOUN		noun.cognition
25	,	,	PUNCT		
26	fordi	fordi	SCONJ		
27	rastløsheden	rastløshed	NOUN		noun.feeling
28	tvang	tvinge	VERB		verb.social
29	en	en	PRON		
30	af	af	ADP		
31	musikerne	musiker	NOUN		noun.person
32	til	til	ADP		
33	umotiveret	umotiveret	NOUN		
34	at	at	PART		
35	tæve	tæve	VERB		verb.act
36	løs	løse	ADV		
37	på	på	ADP		
38	en	en	DET		
39	tromme	tromme	NOUN		noun.artifact
40	eller	eller	CCONJ		
41	et	en	DET		
42	bækken	bækken	NOUN		noun.artifact
43	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 34
# text =  Nu ville han hellere tale om væddeløbshesten Tarok.
1	Nu	nu	ADV		
2	ville	ville	AUX		
3	han	han	PRON		
4	hellere	hellere	ADV		
5	tale	tale	VERB		verb.communication
6	om	om	ADP		
7	væddeløbshesten	væddeløbshest	NOUN		noun.animal
8	Tarok	tarok	PROPN		noun.animal
9	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 35
# text =  Genskabelsen af stilen i objekter, mode og interiører fra 1972 er et overdådigt
1	Genskabelsen	genskabelse	NOUN		noun.act
2	af	af	ADP		
3	stilen	stil	NOUN		noun.attribute
4	i	i	ADP		
5	objekter	objekt	NOUN		noun.artifact
6	,	,	PUNCT		
7	mode	mode	NOUN		noun.domain
8	og	og	CCONJ		
9	interiører	interiør	NOUN		noun.artifact
10	fra	fra	ADP		
11	1972	1972	NUM		noun.time
12	er	være	AUX		
13	et	en	DET		
14	overdådigt	overdådig	ADJ		adj.all

# newdoc id = politiken_2009-1.tsv
# sent_id = 36
# text =  De sidste årtiers ukritiske tro på utøjlede markedskræfter som løsningen på ALT befinder sig nu i kategori med andre nyreligiøse sekter.
1	De	den	DET		
2	sidste	sidste	ADJ		adj.time
3	årtiers	årti	NOUN		noun.time
4	ukritiske	ukritisk	ADJ		adj.mental
5	tro	tro	NOUN		noun.cognition
6	på	på	ADP		
7	utøjlede	utøjled	ADJ		adj.all
8	markedskræfter	markedskræfter	NOUN		noun.abstract
9	som	som	ADP		
10	løsningen	løsning	NOUN		noun.act
11	på	på	ADP		
12	ALT	alt	PROPN		
13	befinder	befinde	VERB		verb.stative
14	sig	sig	PRON		verb.REFLPRON
15	nu	nu	ADV		
16	i	i	ADP		
17	kategori	kategori	NOUN		noun.relation
18	med	med	ADP		
19	andre	anden	DET		
20	nyreligiøse	nyreligiøs	ADJ		adj.social
21	sekter	sekt	NOUN		noun.institution
22	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 37
# text =  Fint, for i dag skal vi grine ad de døde, selv om vi hele livet har lært, at det må man ikke.
1	Fint	fin	ADJ		
2	,	,	PUNCT		
3	for	for	CCONJ		
4	i	i	ADP		
5	dag	dag	NOUN		noun.time
6	skal	skulle	AUX		
7	vi	vi	PRON		
8	grine	grine	VERB		verb.communication
9	ad	ad	ADP		verb.COLL
10	de	den	DET		
11	døde	død	ADJ		noun.person
12	,	,	PUNCT		
13	selv	selv	PRON		
14	om	om	ADP		
15	vi	vi	PRON		
16	hele	hel	ADJ		adj.all
17	livet	liv	NOUN		noun.time
18	har	have	AUX		
19	lært	lære	VERB		verb.cognition
20	,	,	PUNCT		
21	at	at	SCONJ		
22	det	det	PRON		
23	må	måtte	AUX		verb.emotion
24	man	man	PRON		
25	ikke	ikke	ADV		
26	.	.	PUNCT		

# newdoc id = politiken_2009-1.tsv
# sent_id = 38
# text =  Nu om stunder har de mere brug for en computerspecialist.
1	Nu	nu	ADV		
2	om	om	ADP		
3	stunder	stund	NOUN		
4	har	have	AUX		verb.emotion
5	de	den	DET		
6	mere	mere	ADJ		
7	brug	brug	NOUN		verb.COLL
8	for	for	ADP		verb.COLL
9	en	en	DET		
10	computerspecialist	computerspecialist	NOUN		noun.person
