
#id=1
#text=Idag bor de i udkanten af Silkeborg, men Thomas Mygind er ofte i hovedstaden, hvor han har sit job.
#text=Den kommer ti l at stå i urtehaven.
25-1	Den	
25-2	kommer	
25-3	ti	
25-4	l	
25-5	at	
25-6	stå	
25-7	i	
25-8	urtehaven	
25-9	.	

#id=26
#text=-nodekyndig grillmester, har barberet prisen på sit 285 kvadratmeter store  bondehus i Fredensborg helt i bund.
26-1	-	
26-2	nodekyndig	
26-3	grillmester	
26-4	,	
26-5	har	
26-6	barberet	
26-7	prisen	
26-8	på	
26-9	sit	
26-10	285	
26-11	kvadratmeter	
26-12	store	
26-13	bondehus	
26-14	i	
26-15	Fredensborg	
26-16	helt	
26-17	i	
26-18	bund	
26-19	.	

#id=27
#text=-Familie Journals syngende chefredaktør, kaster sig i næste uge over kødgryderne i TV-programmet " 4-Stjerners Middag" på Kanal 5.
27-1	-	
27-2	Familie	
27-3	Journals	
27-4	syngende	
27-5	chefredaktør	
27-6	,	
27-7	kaster	
27-8	sig	
27-9	i	
27-10	næste	
27-11	uge	
27-12	over	
27-13	kødgryderne	
27-14	i	
27-15	TV	
27-16	-	
27-17	programmet	
27-18	"	
27-19	4	
27-20	-	
27-21	Stjerners	
27-22	Middag	
27-23	"	
27-24	på	
27-25	Kanal	
27-26	5	
27-27	.	

#id=28
#text=Den15 år ældre Ivana Trump Ivana Trump ( t.
28-1	Den	
28-2	15	
28-3	år	
28-4	ældre	
28-5	Ivana	
28-6	Trump	
28-7	Ivana	
28-8	Trump	
28-9	(	
28-10	t	
28-11	.	

#id=29
#text=Hanvar ved at segne af tørst, da en bil stoppede.
29-1	Han	
29-2	var	
29-3	ved	
29-4	at	
29-5	segne	
29-6	af	
29-7	tørst	
29-8	,	
29-9	da	
29-10	en	
29-11	bil	
29-12	stoppede	
29-13	.	

#id=30
#text=-munter prinsgemal, lagde fredag vejen forbi Glyptoteket i København for at overvære den officielle åbning af jubilæumsåret Chopin Year 2010, der markerer 200-året for den polske komponist Frédéric Chopin fødsel.
30-1	-	
30-2	munter	
30-3	prinsgemal	
30-4	,	
30-5	lagde	
30-6	fredag	
30-7	vejen	
30-8	forbi	
30-9	Glyptoteket	
30-10	i	
30-11	København	
30-12	for	
30-13	at	
30-14	overvære	
30-15	den	
30-16	officielle	
30-17	åbning	
30-18	af	
30-19	jubilæumsåret	
30-20	Chopin	
30-21	Year	
30-22	2010	
30-23	,	
30-24	der	
30-25	markerer	
30-26	200	
30-27	-	
30-28	året	
30-29	for	
30-30	den	
30-31	polske	
30-32	komponist	
30-33	Frédéric	
30-34	Chopin	
30-35	fødsel	
30-36	.	

#id=31
#text=Foreløbig er han nået op på 59.
31-1	Foreløbig	
31-2	er	
31-3	han	
31-4	nået	
31-5	op	
31-6	på	
31-7	59	
31-8	.	

#id=32
#text=C.
32-1	C	
32-2	.	

#id=33
#text=Sammen med midtbanekrøltoppen Jan Kristiansen tyllede sportsfyrene den ene Bacardi-drink efter den anden i sig og nød opmærksomheden fra et væld af villige tøser.
33-1	Sammen	
33-2	med	
33-3	midtbanekrøltoppen	
33-4	Jan	
33-5	Kristiansen	
33-6	tyllede	
33-7	sportsfyrene	
33-8	den	
33-9	ene	
33-10	Bacardi	
33-11	-	
33-12	drink	
33-13	efter	
33-14	den	
33-15	anden	
33-16	i	
33-17	sig	
33-18	og	
33-19	nød	
33-20	opmærksomheden	
33-21	fra	
33-22	et	
33-23	væld	
33-24	af	
33-25	villige	
33-26	tøser	
33-27	.	

#id=34
#text=JeppeKofods kæreste Anna Nilsson er gravid i 14. uge, og parret har nu også planer om at flytte sammen i en lejlighed på Vesterbro i København.
34-1	Jeppe	
34-2	Kofods	
34-3	kæreste	
34-4	Anna	
34-5	Nilsson	
34-6	er	
34-7	gravid	
34-8	i	
34-9	14	
34-10	.	
34-11	uge	
34-12	,	
34-13	og	
34-14	parret	
34-15	har	
34-16	nu	
34-17	også	
34-18	planer	
34-19	om	
34-20	at	
34-21	flytte	
34-22	sammen	
34-23	i	
34-24	en	
34-25	lejlighed	
34-26	på	
34-27	Vesterbro	
34-28	i	
34-29	København	
34-30	.	

#id=35
#text=-udadvendt tidligere Robinson-vinder, blev lørdag nat indlagt på Bispebjerg Hospital med en smertefuld nyrebækkenbetændelse.
35-1	-	
35-2	udadvendt	
35-3	tidligere	
35-4	Robinson	
35-5	-	
35-6	vinder	
35-7	,	
35-8	blev	
35-9	lørdag	
35-10	nat	
35-11	indlagt	
35-12	på	
35-13	Bispebjerg	
35-14	Hospital	
35-15	med	
35-16	en	
35-17	smertefuld	
35-18	nyrebækkenbetændelse	
35-19	.	

#id=36
#text=Nuer miraklerne imidlertid skiftet ud med ganske almindelig sund fornuft.
36-1	Nu	
36-2	er	
36-3	miraklerne	
36-4	imidlertid	
36-5	skiftet	
36-6	ud	
36-7	med	
36-8	ganske	
36-9	almindelig	
36-10	sund	
36-11	fornuft	
36-12	.	

#id=37
#text=Islutningen af 2008 smed Anders og moderen til hans tre børn, billedkunstneren Helle Van Dijk håndklædet i ringen efter næsten 20 års ægteskab.
37-1	I	
37-2	slutningen	
37-3	af	
37-4	2008	
37-5	smed	
37-6	Anders	
37-7	og	
37-8	moderen	
37-9	til	
37-10	hans	
37-11	tre	
37-12	børn	
37-13	,	
37-14	billedkunstneren	
37-15	Helle	
37-16	Van	
37-17	Dijk	
37-18	håndklædet	
37-19	i	
37-20	ringen	
37-21	efter	
37-22	næsten	
37-23	20	
37-24	års	
37-25	ægteskab	
37-26	.	

#id=38
#text=Men han har også selv begået en del soloshows.
38-1	Men	
38-2	han	
38-3	har	
38-4	også	
38-5	selv	
38-6	begået	
38-7	en	
38-8	del	
38-9	soloshows	
38-10	.	

#id=39
#text=Denpågældende aften underholdt den store komiker for 150 mennesker på Auning Kro i Jylland, så det må have været hans dobbeltgænger, vores kilder så på natklubben Simons.
39-1	Den	
39-2	pågældende	
39-3	aften	
39-4	underholdt	
39-5	den	
39-6	store	
39-7	komiker	
39-8	for	
39-9	150	
39-10	mennesker	
39-11	på	
39-12	Auning	
39-13	Kro	
39-14	i	
39-15	Jylland	
39-16	,	
39-17	så	
39-18	det	
39-19	må	
39-20	have	
39-21	været	
39-22	hans	
39-23	dobbeltgænger	
39-24	,	
39-25	vores	
39-26	kilder	
39-27	så	
39-28	på	
39-29	natklubben	
39-30	Simons	
39-31	.	

#id=40
#text=Parreter lige nu præget af frustration.
40-1	Parret	
40-2	er	
40-3	lige	
40-4	nu	
40-5	præget	
40-6	af	
40-7	frustration	
40-8	.	

#id=41
#text=Snart må han dog holde en badepause.
41-1	Snart	
41-2	må	
41-3	han	
41-4	dog	
41-5	holde	
41-6	en	
41-7	badepause	
41-8	.	

#id=42
#text=Tonen mellem de to var munter fra første færd.
42-1	Tonen	
42-2	mellem	
42-3	de	
42-4	to	
42-5	var	
42-6	munter	
42-7	fra	
42-8	første	
42-9	færd	
42-10	.	

#id=43
#text=Lørdagden 6. november 2010 kom en lille ny Schmeichel til verden - leveret af den unge Leedsmålmand Kaspers forlovede, Stine Gyldenbrand.
43-1	Lørdag	
43-2	den	
43-3	6	
43-4	.	
43-5	november	
43-6	2010	
43-7	kom	
43-8	en	
43-9	lille	
43-10	ny	
43-11	Schmeichel	
43-12	til	
43-13	verden	
43-14	-	
43-15	leveret	
43-16	af	
43-17	den	
43-18	unge	
43-19	Leedsmålmand	
43-20	Kaspers	
43-21	forlovede	
43-22	,	
43-23	Stine	
43-24	Gyldenbrand	
43-25	.	

#id=44
#text=Deter sjovt, fordi Ole Kibsgaards far hedder Palle, er pensioneret operasanger uden underbid og efterhånden kun bliver kaldt Menneskepalle.
44-1	Det	
44-2	er	
44-3	sjovt	
44-4	,	
44-5	fordi	
44-6	Ole	
44-7	Kibsgaards	
44-8	far	
44-9	hedder	
44-10	Palle	
44-11	,	
44-12	er	
44-13	pensioneret	
44-14	operasanger	
44-15	uden	
44-16	underbid	
44-17	og	
44-18	efterhånden	
44-19	kun	
44-20	bliver	
44-21	kaldt	
44-22	Menneskepalle	
44-23	.	

#id=45
#text=Han indtog dansegulvet med en glad ven.
45-1	Han	
45-2	indtog	
45-3	dansegulvet	
45-4	med	
45-5	en	
45-6	glad	
45-7	ven	
45-8	.	

#id=46
#text=Hans ekskæreste Mathias Enevoldsen kiggede bare på.
46-1	Hans	
46-2	ekskæreste	
46-3	Mathias	
46-4	Enevoldsen	
46-5	kiggede	
46-6	bare	
46-7	på	
46-8	.	

#id=47
#text=Menlavet De mig 175 Den gået i stå.
47-1	Men	
47-2	lavet	
47-3	De	
47-4	mig	
47-5	175	
47-6	Den	
47-7	gået	
47-8	i	
47-9	stå	
47-10	.	

#id=48
#text=-skæv sønderjyde, skal i år forsøge at følge op på sidste års megasucces i Sønderborg-revyen med 44 totalt udsolgte forestillinger.
48-1	-	
48-2	skæv	
48-3	sønderjyde	
48-4	,	
48-5	skal	
48-6	i	
48-7	år	
48-8	forsøge	
48-9	at	
48-10	følge	
48-11	op	
48-12	på	
48-13	sidste	
48-14	års	
48-15	megasucces	
48-16	i	
48-17	Sønderborg	
48-18	-	
48-19	revyen	
48-20	med	
48-21	44	
48-22	totalt	
48-23	udsolgte	
48-24	forestillinger	
48-25	.	

#id=49
#text=Actionheltener blevet en gammel mand på 55, men tro nu ikke, han går med rollator i sin nye film " Red" af den grund.
49-1	Actionhelten	
49-2	er	
49-3	blevet	
49-4	en	
49-5	gammel	
49-6	mand	
49-7	på	
49-8	55	
49-9	,	
49-10	men	
49-11	tro	
49-12	nu	
49-13	ikke	
49-14	,	
49-15	han	
49-16	går	
49-17	med	
49-18	rollator	
49-19	i	
49-20	sin	
49-21	nye	
49-22	film	
49-23	"	
49-24	Red	
49-25	"	
49-26	af	
49-27	den	
49-28	grund	
49-29	.	

#id=50
#text=hari årevis forsvoret, at hun nogensinde skulle giftes igen.
50-1	har	
50-2	i	
50-3	årevis	
50-4	forsvoret	
50-5	,	
50-6	at	
50-7	hun	
50-8	nogensinde	
50-9	skulle	
50-10	giftes	
50-11	igen	
50-12	.	

#id=51
#text=-Jeg bader hende og skifter også ble.
51-1	-	
51-2	Jeg	
51-3	bader	
51-4	hende	
51-5	og	
51-6	skifter	
51-7	også	
51-8	ble	
51-9	.	

#id=52
#text=Hus,kunstsamling, møbler.
52-1	Hus	
52-2	,	
52-3	kunstsamling	
52-4	,	
52-5	møbler	
52-6	.	

#id=53
#text=Jeg kan godt lide at træne og har også et fitnesskort, men det ligger mest og venter.
53-1	Jeg	
53-2	kan	
53-3	godt	
53-4	lide	
53-5	at	
53-6	træne	
53-7	og	
53-8	har	
53-9	også	
53-10	et	
53-11	fitnesskort	
53-12	,	
53-13	men	
53-14	det	
53-15	ligger	
53-16	mest	
53-17	og	
53-18	venter	
53-19	.	

#id=54
#text=Lørdagaften trakteres I med en lækker middag i havens hyggelige Restaurant Grøften.
54-1	Lørdag	
54-2	aften	
54-3	trakteres	
54-4	I	
54-5	med	
54-6	en	
54-7	lækker	
54-8	middag	
54-9	i	
54-10	havens	
54-11	hyggelige	
54-12	Restaurant	
54-13	Grøften	
54-14	.	

#id=55
#text=-Jeg glæder mig til at kunne sove længe, sagde hun.
55-1	-	
55-2	Jeg	
55-3	glæder	
55-4	mig	
55-5	til	
55-6	at	
55-7	kunne	
55-8	sove	
55-9	længe	
55-10	,	
55-11	sagde	
55-12	hun	
55-13	.	

#id=56
#text=Navn:
56-1	Navn	
56-2	:	

#id=57
#text=Læsmere på www.klinken.dk.
57-1	Læs	
57-2	mere	
57-3	på	
57-4	www	
57-5	.	
57-6	klinken	
57-7	.	
57-8	dk	
57-9	.	

#id=58
#text=Jeg er tynd fra naturens side, men jeg synes selv, at jeg er blevet lidt for tynd nu.
58-1	Jeg	
58-2	er	
58-3	tynd	
58-4	fra	
58-5	naturens	
58-6	side	
58-7	,	
58-8	men	
58-9	jeg	
58-10	synes	
58-11	selv	
58-12	,	
58-13	at	
58-14	jeg	
58-15	er	
58-16	blevet	
58-17	lidt	
58-18	for	
58-19	tynd	
58-20	nu	
58-21	.	

#id=59
#text=-populær to'er, var lørdag formiddag med til at lave to store malerier i Salling i Aalborg.
59-1	-	
59-2	populær	
59-3	to	
59-4	'	
59-5	er	
59-6	,	
59-7	var	
59-8	lørdag	
59-9	formiddag	
59-10	med	
59-11	til	
59-12	at	
59-13	lave	
59-14	to	
59-15	store	
59-16	malerier	
59-17	i	
59-18	Salling	
59-19	i	
59-20	Aalborg	
59-21	.	

#id=60
#text=-Når der kommer mange kongebørn til verden, kan det på langt sigt være nødvendigt at rydde op i arvefølgen.
60-1	-	
60-2	Når	
60-3	der	
60-4	kommer	
60-5	mange	
60-6	kongebørn	
60-7	til	
60-8	verden	
60-9	,	
60-10	kan	
60-11	det	
60-12	på	
60-13	langt	
60-14	sigt	
60-15	være	
60-16	nødvendigt	
60-17	at	
60-18	rydde	
60-19	op	
60-20	i	
60-21	arvefølgen	
60-22	.	

#id=61
#text=Atsveden pibler fra grevinden, skyldes en særdeles energisk slagkombination fra den lille spinkle 45-årige kvinde - det er ganske imponerende at se på.
61-1	At	
61-2	sveden	
61-3	pibler	
61-4	fra	
61-5	grevinden	
61-6	,	
61-7	skyldes	
61-8	en	
61-9	særdeles	
61-10	energisk	
61-11	slagkombination	
61-12	fra	
61-13	den	
61-14	lille	
61-15	spinkle	
61-16	45	
61-17	-	
61-18	årige	
61-19	kvinde	
61-20	-	
61-21	det	
61-22	er	
61-23	ganske	
61-24	imponerende	
61-25	at	
61-26	se	
61-27	på	
61-28	.	

#id=62
#text=Det blev heldigvis til dansk sejr i sidste sekund.
62-1	Det	
62-2	blev	
62-3	heldigvis	
62-4	til	
62-5	dansk	
62-6	sejr	
62-7	i	
62-8	sidste	
62-9	sekund	
62-10	.	

#id=63
#text=Derforhar han skrevet en sang til prinsens polterabend og også tilbudt at synge den til brylluppet.
63-1	Derfor	
63-2	har	
63-3	han	
63-4	skrevet	
63-5	en	
63-6	sang	
63-7	til	
63-8	prinsens	
63-9	polterabend	
63-10	og	
63-11	også	
63-12	tilbudt	
63-13	at	
63-14	synge	
63-15	den	
63-16	til	
63-17	brylluppet	
63-18	.	

#id=64
#text=Oghjemme hos præsident Barack Obama og hans familie var det næsten svært at se Det Hvide Hus, der omtrendt faldt i et med naturen.
64-1	Og	
64-2	hjemme	
64-3	hos	
64-4	præsident	
64-5	Barack	
64-6	Obama	
64-7	og	
64-8	hans	
64-9	familie	
64-10	var	
64-11	det	
64-12	næsten	
64-13	svært	
64-14	at	
64-15	se	
64-16	Det	
64-17	Hvide	
64-18	Hus	
64-19	,	
64-20	der	
64-21	omtrendt	
64-22	faldt	
64-23	i	
64-24	et	
64-25	med	
64-26	naturen	
64-27	.	

#id=65
#text=NEWFOUNDLAND:
65-1	NEWFOUNDLAND	
65-2	:	

#id=66
#text=1.30hof i baren.
66-1	1	
66-2	.	
66-3	30	
66-4	hof	
66-5	i	
66-6	baren	
66-7	.	

#id=67
#text=Turenblev dog kort, blot 18 meter, så dukkede lovens lange arm op og uddelte en bøde på 4000 kroner.
67-1	Turen	
67-2	blev	
67-3	dog	
67-4	kort	
67-5	,	
67-6	blot	
67-7	18	
67-8	meter	
67-9	,	
67-10	så	
67-11	dukkede	
67-12	lovens	
67-13	lange	
67-14	arm	
67-15	op	
67-16	og	
67-17	uddelte	
67-18	en	
67-19	bøde	
67-20	på	
67-21	4000	
67-22	kroner	
67-23	.	

#id=68
#text=Fritidsinteresse:
68-1	Fritidsinteresse	
68-2	:	

#id=69
#text=Muligvis er jeg blevet sat lidt i bås med Kandis-rollen.
69-1	Muligvis	
69-2	er	
69-3	jeg	
69-4	blevet	
69-5	sat	
69-6	lidt	
69-7	i	
69-8	bås	
69-9	med	
69-10	Kandis	
69-11	-	
69-12	rollen	
69-13	.	

#id=70
#text=-Det ville være fedt, hvis min advokat og Danske Bank for helvede snart kunne finde ud af at få de sidste ting på plads.
70-1	-	
70-2	Det	
70-3	ville	
70-4	være	
70-5	fedt	
70-6	,	
70-7	hvis	
70-8	min	
70-9	advokat	
70-10	og	
70-11	Danske	
70-12	Bank	
70-13	for	
70-14	helvede	
70-15	snart	
70-16	kunne	
70-17	finde	
70-18	ud	
70-19	af	
70-20	at	
70-21	få	
70-22	de	
70-23	sidste	
70-24	ting	
70-25	på	
70-26	plads	
70-27	.	

#id=71
#text=-Ja, det er da rigtig nok, erkendte Sverre Dueholm smilende, da SE og HØRs udsendte spurgte til forholdets natur.
71-1	-	
71-2	Ja	
71-3	,	
71-4	det	
71-5	er	
71-6	da	
71-7	rigtig	
71-8	nok	
71-9	,	
71-10	erkendte	
71-11	Sverre	
71-12	Dueholm	
71-13	smilende	
71-14	,	
71-15	da	
71-16	SE	
71-17	og	
71-18	HØRs	
71-19	udsendte	
71-20	spurgte	
71-21	til	
71-22	forholdets	
71-23	natur	
71-24	.	

#id=72
#text=Megettyder på, at vi ikke engang skal vente på næste modeuge til august, før vi får hende at se igen.
72-1	Meget	
72-2	tyder	
72-3	på	
72-4	,	
72-5	at	
72-6	vi	
72-7	ikke	
72-8	engang	
72-9	skal	
72-10	vente	
72-11	på	
